"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Dawson County, GA"	"13085"	180	13035	1380.9	1995.4
	"Decatur County, GA"	"13087"	275	12946	2124.2	2202.6
	"DeKalb County, GA"	"13089"	3358	235475	1426.1	1574.3
	"Dodge County, GA"	"13091"	214	9641	2219.7	2463.7
	"Dooly County, GA"	"13093"	132	6835	1931.2	2176.9
	"Dougherty County, GA"	"13095"	788	38619	2040.4	2090.3
	"Douglas County, GA"	"13097"	784	44952	1744.1	2126.2
	"Early County, GA"	"13099"	139	5878	2364.7	2453.4
	"Echols County, GA"	"13101"	25	1379	1812.9	2104.4
	"Effingham County, GA"	"13103"	361	18992	1900.8	2316.6
	"Elbert County, GA"	"13105"	262	11328	2312.9	2411.3
	"Emanuel County, GA"	"13107"	274	10994	2492.3	2785.9
	"Evans County, GA"	"13109"	118	5010	2355.3	2540.3
	"Fannin County, GA"	"13111"	353	19227	1836.0	2157.5
	"Fayette County, GA"	"13113"	861	55879	1540.8	1734.7
	"Floyd County, GA"	"13115"	1112	45992	2417.8	2500.0
	"Forsyth County, GA"	"13117"	1078	72952	1477.7	1858.2
	"Franklin County, GA"	"13119"	279	12735	2190.8	2354.5
	"Fulton County, GA"	"13121"	5315	325677	1632.0	1699.1
	"Gilmer County, GA"	"13123"	309	19995	1545.4	1875.6
	"Glascock County, GA"	"13125"	39	1593	2448.2	2317.1
	"Glynn County, GA"	"13127"	785	45632	1720.3	1878.9
	"Gordon County, GA"	"13129"	482	23202	2077.4	2380.3
	"Grady County, GA"	"13131"	234	12560	1863.1	2033.6
	"Greene County, GA"	"13133"	161	13725	1173.0	1580.0
	"Gwinnett County, GA"	"13135"	3356	239955	1398.6	1705.7
	"Habersham County, GA"	"13137"	424	23399	1812.0	1995.3
	"Hall County, GA"	"13139"	1348	81529	1653.4	1793.0
	"Hancock County, GA"	"13141"	98	5292	1851.9	2031.1
	"Haralson County, GA"	"13143"	380	14002	2713.9	3071.0
	"Harris County, GA"	"13145"	243	17142	1417.6	1687.9
	"Hart County, GA"	"13147"	307	16041	1913.8	2137.0
	"Heard County, GA"	"13149"	141	5496	2565.5	2886.7
	"Henry County, GA"	"13151"	1275	70512	1808.2	2220.2
	"Houston County, GA"	"13153"	1070	54411	1966.5	2193.1
	"Irwin County, GA"	"13155"	112	5078	2205.6	2257.8
	"Jackson County, GA"	"13157"	575	25960	2214.9	2703.4
	"Jasper County, GA"	"13159"	125	6484	1927.8	2300.8
	"Jeff Davis County, GA"	"13161"	194	6427	3018.5	3587.6
	"Jefferson County, GA"	"13163"	205	8429	2432.1	2506.4
	"Jenkins County, GA"	"13165"	77	4298	1791.5	1916.5
	"Johnson County, GA"	"13167"	105	4596	2284.6	2478.8
	"Jones County, GA"	"13169"	223	13760	1620.6	1866.5
	"Lamar County, GA"	"13171"	208	9012	2308.0	2588.6
	"Lanier County, GA"	"13173"	66	3907	1689.3	1861.5
	"Laurens County, GA"	"13175"	510	24179	2109.3	2169.2
	"Lee County, GA"	"13177"	183	9984	1832.9	2294.1
	"Liberty County, GA"	"13179"	259	15391	1682.8	2059.6
	"Lincoln County, GA"	"13181"	80	4936	1620.7	1791.1
	"Long County, GA"	"13183"	85	4165	2040.8	2180.1
	"Lowndes County, GA"	"13185"	782	38903	2010.1	2206.3
	"Lumpkin County, GA"	"13187"	268	15228	1759.9	2190.7
	"McDuffie County, GA"	"13189"	204	10598	1924.9	2220.1
	"McIntosh County, GA"	"13191"	114	9479	1202.7	1354.6
	"Macon County, GA"	"13193"	142	6188	2294.8	2807.5
	"Madison County, GA"	"13195"	292	13660	2137.6	2542.8
	"Marion County, GA"	"13197"	75	4685	1600.9	2065.0
	"Meriwether County, GA"	"13199"	257	12079	2127.7	2385.6
	"Miller County, GA"	"13201"	83	3590	2312.0	2241.7
	"Mitchell County, GA"	"13205"	232	10605	2187.6	2251.3
	"Monroe County, GA"	"13207"	250	14152	1766.5	1904.3
	"Montgomery County, GA"	"13209"	93	4388	2119.4	2663.5
	"Morgan County, GA"	"13211"	182	10144	1794.2	2022.4
	"Murray County, GA"	"13213"	317	16200	1956.8	2335.2
	"Muscogee County, GA"	"13215"	1764	74106	2380.4	2418.9
	"Newton County, GA"	"13217"	629	38848	1619.1	1884.1
	"Oconee County, GA"	"13219"	227	15068	1506.5	1688.3
	"Oglethorpe County, GA"	"13221"	126	8079	1559.6	1770.9
	"Paulding County, GA"	"13223"	733	45307	1617.9	2056.1
	"Peach County, GA"	"13225"	270	11163	2418.7	2768.3
	"Pickens County, GA"	"13227"	353	19009	1857.0	2410.7
	"Pierce County, GA"	"13229"	185	9127	2027.0	2309.1
	"Pike County, GA"	"13231"	160	8036	1991.0	2295.9
	"Polk County, GA"	"13233"	506	18919	2674.6	2990.2
	"Pulaski County, GA"	"13235"	125	6674	1872.9	2021.2
	"Putnam County, GA"	"13237"	251	14110	1778.9	2180.2
	"Quitman County, GA"	"13239"	14	2004	698.6 (Unreliable)	768.0 (Unreliable)
	"Rabun County, GA"	"13241"	212	12779	1659.0	1919.6
	"Randolph County, GA"	"13243"	84	4614	1820.5	1751.8
	"Richmond County, GA"	"13245"	1656	78008	2122.9	2306.5
	"Rockdale County, GA"	"13247"	544	35142	1548.0	1780.9
	"Schley County, GA"	"13249"	28	2325	1204.3	1365.4
	"Screven County, GA"	"13251"	166	7294	2275.8	2422.6
	"Seminole County, GA"	"13253"	129	5688	2267.9	2411.0
	"Spalding County, GA"	"13255"	680	32069	2120.4	2406.3
	"Stephens County, GA"	"13257"	323	14256	2265.7	2646.4
	"Stewart County, GA"	"13259"	69	2670	2584.3	2513.0
	"Sumter County, GA"	"13261"	307	14275	2150.6	2297.0
	"Talbot County, GA"	"13263"	81	3728	2172.7	2472.0
	"Taliaferro County, GA"	"13265"	22	1143	1924.8	1879.7
	"Tattnall County, GA"	"13267"	236	9519	2479.3	2834.1
	"Taylor County, GA"	"13269"	91	4690	1940.3	2054.0
	"Telfair County, GA"	"13271"	148	7761	1907.0	1905.8
	"Terrell County, GA"	"13273"	78	4988	1563.8	1688.6
	"Thomas County, GA"	"13275"	433	23251	1862.3	1945.3
	"Tift County, GA"	"13277"	383	17320	2211.3	2346.2
	"Toombs County, GA"	"13279"	324	12617	2568.0	2711.2
	"Towns County, GA"	"13281"	187	11233	1664.7	1761.4
	"Treutlen County, GA"	"13283"	58	3142	1846.0	2005.9
	"Troup County, GA"	"13285"	646	29363	2200.0	2324.6
	"Turner County, GA"	"13287"	113	4602	2455.5	2531.8
	"Twiggs County, GA"	"13289"	110	5005	2197.8	2645.8
	"Union County, GA"	"13291"	296	21642	1367.7	1554.5
	"Upson County, GA"	"13293"	428	14278	2997.6	3312.2
	"Walker County, GA"	"13295"	973	34631	2809.6	3059.9
	"Walton County, GA"	"13297"	778	38912	1999.4	2257.2
	"Ware County, GA"	"13299"	435	17536	2480.6	2471.8
	"Warren County, GA"	"13301"	66	3452	1911.9	2023.9
	"Washington County, GA"	"13303"	215	10141	2120.1	2152.9
	"Wayne County, GA"	"13305"	334	13607	2454.6	2724.4
	"Webster County, GA"	"13307"	25	1619	1544.2	1508.2
	"Wheeler County, GA"	"13309"	54	3190	1692.8	1847.6
	"White County, GA"	"13311"	278	17947	1549.0	1858.8
	"Whitfield County, GA"	"13313"	779	40563	1920.5	2075.8
	"Wilcox County, GA"	"13315"	107	4304	2486.1	2490.8
	"Wilkes County, GA"	"13317"	157	6462	2429.6	2515.4
	"Wilkinson County, GA"	"13319"	134	5041	2658.2	2768.1
	"Worth County, GA"	"13321"	180	10952	1643.5	1789.4
	"Hawaii County, HI"	"15001"	1640	107646	1523.5	1616.3
	"Honolulu County, HI"	"15003"	8039	483071	1664.1	1490.7
	"Kauai County, HI"	"15007"	545	38450	1417.4	1423.3
	"Maui County, HI"	"15009"	989	78354	1262.2	1315.8
	"Ada County, ID"	"16001"	2806	170638	1644.4	1761.8
	"Adams County, ID"	"16003"	36	3014	1194.4	1500.7
	"Bannock County, ID"	"16005"	666	33109	2011.5	2175.4
	"Bear Lake County, ID"	"16007"	70	3578	1956.4	2153.0
	"Benewah County, ID"	"16009"	139	5941	2339.7	2886.7
	"Bingham County, ID"	"16011"	364	17831	2041.4	2150.3
	"Blaine County, ID"	"16013"	88	10952	803.5	1039.6
	"Boise County, ID"	"16015"	41	4759	861.5	1279.0
	"Bonner County, ID"	"16017"	432	28116	1536.5	1840.8
	"Bonneville County, ID"	"16019"	772	41267	1870.7	1931.8
	"Boundary County, ID"	"16021"	115	7058	1629.4	1888.1
	"Butte County, ID"	"16023"	31	1552	1997.4	2202.3
	"Canyon County, ID"	"16027"	1446	79755	1813.1	2039.9
	"Caribou County, ID"	"16029"	58	3528	1644.0	1708.1
	"Cassia County, ID"	"16031"	175	9689	1806.2	1827.6
	"Clark County, ID"	"16033"	11	381	2887.1 (Unreliable)	3261.4 (Unreliable)
	"Clearwater County, ID"	"16035"	119	6617	1798.4	2035.0
	"Custer County, ID"	"16037"	49	3137	1562.0	1847.3
	"Elmore County, ID"	"16039"	182	9617	1892.5	2105.8
	"Franklin County, ID"	"16041"	93	5442	1708.9	1711.7
	"Fremont County, ID"	"16043"	118	6295	1874.5	2164.2
	"Gem County, ID"	"16045"	203	11081	1832.0	1937.0
	"Gooding County, ID"	"16047"	146	7520	1941.5	1959.2
	"Idaho County, ID"	"16049"	194	12057	1609.0	1789.5
	"Jefferson County, ID"	"16051"	147	9273	1585.2	1783.4
	"Jerome County, ID"	"16053"	160	8412	1902.0	2139.6
	"Kootenai County, ID"	"16055"	1311	79676	1645.4	1832.0
	"Latah County, ID"	"16057"	214	14266	1500.1	1617.3
	"Lemhi County, ID"	"16059"	95	6557	1448.8	1554.3
	"Lewis County, ID"	"16061"	41	2872	1427.6	1446.6
	"Lincoln County, ID"	"16063"	24	2047	1172.4	1285.1
	"Madison County, ID"	"16065"	140	7172	1952.0	2158.5
	"Minidoka County, ID"	"16067"	156	9655	1615.7	1581.6
	"Nez Perce County, ID"	"16069"	534	23166	2305.1	2140.8
	"Oneida County, ID"	"16071"	45	2480	1814.5	1687.7
	"Owyhee County, ID"	"16073"	86	5686	1512.5	1730.9
	"Payette County, ID"	"16075"	239	11908	2007.1	2232.6
	"Power County, ID"	"16077"	73	3208	2275.6	2642.1
	"Shoshone County, ID"	"16079"	180	8314	2165.0	2387.7
	"Teton County, ID"	"16081"	36	2835	1269.8	1676.3
	"Twin Falls County, ID"	"16083"	739	36771	2009.7	2033.4
	"Valley County, ID"	"16085"	71	6809	1042.7	1369.2
	"Washington County, ID"	"16087"	138	7076	1950.3	2010.3
	"Adams County, IL"	"17001"	873	38174	2286.9	2058.5
	"Alexander County, IL"	"17003"	101	3987	2533.2	2588.6
	"Bond County, IL"	"17005"	176	8645	2035.9	1950.3
	"Boone County, IL"	"17007"	416	23166	1795.7	2011.5
	"Brown County, IL"	"17009"	54	2710	1992.6	1944.9
	"Bureau County, IL"	"17011"	473	20594	2296.8	2067.8
	"Calhoun County, IL"	"17013"	64	3401	1881.8	1843.3
	"Carroll County, IL"	"17015"	222	10511	2112.1	2070.2
	"Cass County, IL"	"17017"	195	6491	3004.2	2851.4
	"Champaign County, IL"	"17019"	1190	71147	1672.6	1628.0
	"Christian County, IL"	"17021"	465	19125	2431.4	2235.8
	"Clark County, IL"	"17023"	231	9111	2535.4	2390.9
	"Clay County, IL"	"17025"	169	7713	2191.1	2074.7
	"Clinton County, IL"	"17027"	419	18472	2268.3	2111.6
	"Coles County, IL"	"17029"	602	24351	2472.2	2315.8
	"Cook County, IL"	"17031"	39458	2075864	1900.8	1860.1
	"Crawford County, IL"	"17033"	281	10785	2605.5	2451.4
	"Cumberland County, IL"	"17035"	122	5875	2076.6	1990.1
	"DeKalb County, IL"	"17037"	669	36245	1845.8	1822.6
	"De Witt County, IL"	"17039"	200	9010	2219.8	2238.9
	"Douglas County, IL"	"17041"	214	9821	2179.0	2070.5
	"DuPage County, IL"	"17043"	6421	387835	1655.6	1645.7
	"Edgar County, IL"	"17045"	291	10937	2660.7	2524.2
	"Edwards County, IL"	"17047"	94	3900	2410.3	2290.7
	"Effingham County, IL"	"17049"	381	17661	2157.3	2057.2
	"Fayette County, IL"	"17051"	229	11350	2017.6	1918.8
	"Ford County, IL"	"17053"	220	8099	2716.4	2320.3
	"Franklin County, IL"	"17055"	474	23250	2038.7	2108.9
	"Fulton County, IL"	"17057"	505	20745	2434.3	2298.5
	"Gallatin County, IL"	"17059"	94	3631	2588.8	2861.0
	"Greene County, IL"	"17061"	182	7394	2461.5	2356.4
	"Grundy County, IL"	"17063"	422	19987	2111.4	2237.2
	"Hamilton County, IL"	"17065"	129	4972	2594.5	2380.7
	"Hancock County, IL"	"17067"	223	13092	1703.3	1618.4
	"Hardin County, IL"	"17069"	77	2883	2670.8	3064.6
	"Henderson County, IL"	"17071"	98	4935	1985.8	1986.4
	"Henry County, IL"	"17073"	597	28043	2128.9	2074.8
	"Iroquois County, IL"	"17075"	399	17846	2235.8	2045.4
	"Jackson County, IL"	"17077"	432	24028	1797.9	1753.6
	"Jasper County, IL"	"17079"	119	5300	2245.3	2047.6
	"Jefferson County, IL"	"17081"	459	20741	2213.0	2186.1
	"Jersey County, IL"	"17083"	253	12056	2098.5	2087.1
	"Jo Daviess County, IL"	"17085"	284	16682	1702.4	1764.0
	"Johnson County, IL"	"17087"	126	7406	1701.3	1950.8
	"Kane County, IL"	"17089"	3073	193688	1586.6	1696.1
	"Kankakee County, IL"	"17091"	1174	51081	2298.3	2259.0
	"Kendall County, IL"	"17093"	549	34429	1594.6	1861.2
	"Knox County, IL"	"17095"	807	31029	2600.8	2483.2
	"Lake County, IL"	"17097"	4294	266509	1611.2	1626.8
	"LaSalle County, IL"	"17099"	1477	59471	2483.6	2289.4
	"Lawrence County, IL"	"17101"	211	8368	2521.5	2356.8
	"Lee County, IL"	"17103"	400	18609	2149.5	2096.2
	"Livingston County, IL"	"17105"	485	19640	2469.5	2243.6
	"Logan County, IL"	"17107"	361	15427	2340.1	2159.4
	"McDonough County, IL"	"17109"	400	14411	2775.7	2571.0
	"McHenry County, IL"	"17111"	2017	116818	1726.6	1953.5
	"McLean County, IL"	"17113"	1174	61541	1907.7	1842.7
	"Macon County, IL"	"17115"	1269	59043	2149.3	2047.3
	"Macoupin County, IL"	"17117"	581	26622	2182.4	2078.8
	"Madison County, IL"	"17119"	2959	127569	2319.5	2283.8
	"Marion County, IL"	"17121"	599	21545	2780.2	2664.2
	"Marshall County, IL"	"17123"	172	7980	2155.4	2055.8
	"Mason County, IL"	"17125"	180	8333	2160.1	2029.9
	"Massac County, IL"	"17127"	231	9264	2493.5	2343.4
	"Menard County, IL"	"17129"	121	6976	1734.5	1727.7
	"Mercer County, IL"	"17131"	186	9924	1874.2	1792.1
	"Monroe County, IL"	"17133"	298	16712	1783.1	1628.3
	"Montgomery County, IL"	"17135"	377	16502	2284.6	2047.0
	"Morgan County, IL"	"17137"	458	19483	2350.8	2208.2
	"Moultrie County, IL"	"17139"	234	8502	2752.3	2366.0
	"Ogle County, IL"	"17141"	531	27255	1948.3	1953.0
	"Peoria County, IL"	"17143"	1832	85944	2131.6	2081.8
	"Perry County, IL"	"17145"	236	11341	2080.9	2093.7
	"Piatt County, IL"	"17147"	175	9117	1919.5	1903.1
	"Pike County, IL"	"17149"	203	9635	2106.9	1973.8
	"Pope County, IL"	"17151"	53	2792	1898.3	2093.8
	"Pulaski County, IL"	"17153"	103	3539	2910.4	2850.4
	"Putnam County, IL"	"17155"	60	3471	1728.6	1827.7
	"Randolph County, IL"	"17157"	440	17267	2548.2	2428.4
	"Richland County, IL"	"17159"	244	9671	2523.0	2241.0
	"Rock Island County, IL"	"17161"	1661	78406	2118.5	2038.3
	"St. Clair County, IL"	"17163"	2368	112857	2098.2	2064.8
	"Saline County, IL"	"17165"	390	14328	2721.9	2750.2
	"Sangamon County, IL"	"17167"	1873	95610	1959.0	1933.7
	"Schuyler County, IL"	"17169"	99	4242	2333.8	2155.3
	"Scott County, IL"	"17171"	59	2923	2018.5	1931.2
	"Shelby County, IL"	"17173"	274	13793	1986.5	1923.7
	"Stark County, IL"	"17175"	86	4276	2011.2	1876.3
	"Stephenson County, IL"	"17177"	547	29086	1880.6	1678.3
	"Tazewell County, IL"	"17179"	1527	70816	2156.3	2095.4
	"Union County, IL"	"17181"	227	10610	2139.5	2177.2
	"Vermilion County, IL"	"17183"	1080	41889	2578.2	2567.0
	"Wabash County, IL"	"17185"	163	6630	2458.5	2205.3
	"Warren County, IL"	"17187"	233	9964	2338.4	2282.6
	"Washington County, IL"	"17189"	182	8000	2275.0	1986.7
	"Wayne County, IL"	"17191"	246	9877	2490.6	2533.9
	"White County, IL"	"17193"	246	9424	2610.4	2334.2
	"Whiteside County, IL"	"17195"	696	32976	2110.6	1945.1
	"Will County, IL"	"17197"	4337	239646	1809.8	1998.4
	"Williamson County, IL"	"17199"	728	36120	2015.5	2112.2
	"Winnebago County, IL"	"17201"	2804	138275	2027.8	2021.3
	"Woodford County, IL"	"17203"	423	19651	2152.6	1867.7
	"Adams County, IN"	"18001"	323	15326	2107.5	1833.4
	"Allen County, IN"	"18003"	2845	148275	1918.7	1898.9
	"Bartholomew County, IN"	"18005"	749	36818	2034.3	2126.4
	"Benton County, IN"	"18007"	87	4263	2040.8	2034.0
	"Blackford County, IN"	"18009"	140	7472	1873.7	1919.3
	"Boone County, IN"	"18011"	584	24373	2396.1	2429.0
	"Brown County, IN"	"18013"	142	9762	1454.6	1753.1
	"Carroll County, IN"	"18015"	189	10812	1748.1	1785.5
	"Cass County, IN"	"18017"	392	18943	2069.4	2026.2
	"Clark County, IN"	"18019"	1218	50499	2411.9	2639.5
	"Clay County, IN"	"18021"	321	13522	2373.9	2396.2
	"Clinton County, IN"	"18023"	402	15767	2549.6	2316.0
	"Crawford County, IN"	"18025"	100	5626	1777.5	2114.3
	"Daviess County, IN"	"18027"	305	14470	2107.8	2064.8
	"Dearborn County, IN"	"18029"	454	23428	1937.9	2131.9
	"Decatur County, IN"	"18031"	260	12512	2078.0	2066.1
	"De Kalb County, IN"	"18033"	410	19335	2120.5	2164.6
	"Delaware County, IN"	"18035"	1231	56748	2169.2	2143.3
	"Dubois County, IN"	"18037"	442	20830	2121.9	2031.3
	"Elkhart County, IN"	"18039"	1730	83156	2080.4	2058.6
	"Fayette County, IN"	"18041"	285	13278	2146.4	2191.1
	"Floyd County, IN"	"18043"	767	34454	2226.2	2292.3
	"Fountain County, IN"	"18045"	224	9695	2310.5	2267.9
	"Franklin County, IN"	"18047"	234	11077	2112.5	2253.1
	"Fulton County, IN"	"18049"	249	10961	2271.7	2363.8
	"Gibson County, IN"	"18051"	367	16899	2171.7	2148.9
	"Grant County, IN"	"18053"	826	36824	2243.1	2257.1
	"Greene County, IN"	"18055"	377	17927	2103.0	2166.9
	"Hamilton County, IN"	"18057"	1487	101520	1464.7	1597.4
	"Hancock County, IN"	"18059"	613	33608	1824.0	1998.6
	"Harrison County, IN"	"18061"	356	19486	1827.0	1998.2
	"Hendricks County, IN"	"18063"	1068	60356	1769.5	1924.5
	"Henry County, IN"	"18065"	595	26809	2219.4	2260.4
	"Howard County, IN"	"18067"	1076	45676	2355.7	2393.3
	"Huntington County, IN"	"18069"	453	17841	2539.1	2416.1
	"Jackson County, IN"	"18071"	420	20417	2057.1	2125.3
	"Jasper County, IN"	"18073"	339	16149	2099.2	2235.4
	"Jay County, IN"	"18075"	214	10516	2035.0	2055.7
	"Jefferson County, IN"	"18077"	411	16181	2540.0	2753.4
	"Jennings County, IN"	"18079"	275	12668	2170.8	2570.7
	"Johnson County, IN"	"18081"	1288	63378	2032.3	2119.3
	"Knox County, IN"	"18083"	460	19132	2404.3	2378.1
	"Kosciusko County, IN"	"18085"	688	36361	1892.1	2012.0
	"Lagrange County, IN"	"18087"	282	14993	1880.9	2066.3
	"Lake County, IN"	"18089"	4509	219635	2053.0	2047.0
	"La Porte County, IN"	"18091"	1227	53847	2278.7	2385.7
	"Lawrence County, IN"	"18093"	558	25427	2194.5	2300.9
	"Madison County, IN"	"18095"	1453	67064	2166.6	2213.5
	"Marion County, IN"	"18097"	6880	324219	2122.0	2129.2
	"Marshall County, IN"	"18099"	497	23196	2142.6	2020.7
	"Martin County, IN"	"18101"	104	5361	1939.9	2103.3
	"Miami County, IN"	"18103"	430	17349	2478.5	2561.0
	"Monroe County, IN"	"18105"	835	50440	1655.4	1640.2
	"Montgomery County, IN"	"18107"	419	19383	2161.7	2152.8
	"Morgan County, IN"	"18109"	656	32705	2005.8	2319.1
	"Newton County, IN"	"18111"	151	7634	1978.0	2040.6
	"Noble County, IN"	"18113"	411	21357	1924.4	1985.0
	"Ohio County, IN"	"18115"	73	3633	2009.4	2141.4
	"Orange County, IN"	"18117"	233	10492	2220.7	2410.8
	"Owen County, IN"	"18119"	218	11109	1962.4	2385.4
	"Parke County, IN"	"18121"	188	8977	2094.2	2350.9
	"Perry County, IN"	"18123"	208	9985	2083.1	2033.4
	"Pike County, IN"	"18125"	164	7187	2281.9	2396.3
	"Porter County, IN"	"18127"	1266	74854	1691.3	1803.5
	"Posey County, IN"	"18129"	236	12660	1864.1	1961.3
	"Pulaski County, IN"	"18131"	162	7073	2290.4	2330.8
	"Putnam County, IN"	"18133"	363	17549	2068.5	2128.2
	"Randolph County, IN"	"18135"	284	14378	1975.2	1951.7
	"Ripley County, IN"	"18137"	343	15128	2267.3	2311.8
	"Rush County, IN"	"18139"	220	8878	2478.0	2443.3
	"St. Joseph County, IN"	"18141"	2590	117761	2199.4	2064.0
	"Scott County, IN"	"18143"	240	11500	2087.0	2339.2
	"Shelby County, IN"	"18145"	428	21260	2013.2	2028.0
	"Spencer County, IN"	"18147"	187	11484	1628.4	1720.0
	"Starke County, IN"	"18149"	288	11888	2422.6	2835.5
	"Steuben County, IN"	"18151"	320	18301	1748.5	1945.1
	"Sullivan County, IN"	"18153"	233	10422	2235.7	2317.3
	"Switzerland County, IN"	"18155"	100	5218	1916.4	2220.1
	"Tippecanoe County, IN"	"18157"	1202	58590	2051.5	2011.1
	"Tipton County, IN"	"18159"	190	9089	2090.4	2077.4
	"Union County, IN"	"18161"	81	3828	2116.0	2288.5
	"Vanderburgh County, IN"	"18163"	1829	84643	2160.8	2058.2
	"Vermillion County, IN"	"18165"	266	8995	2957.2	3049.4
	"Vigo County, IN"	"18167"	1190	48627	2447.2	2395.4
	"Wabash County, IN"	"18169"	447	19132	2336.4	2121.0
	"Warren County, IN"	"18171"	108	4770	2264.2	2323.3
	"Warrick County, IN"	"18173"	522	30793	1695.2	1766.7
	"Washington County, IN"	"18175"	304	13258	2293.0	2521.5
	"Wayne County, IN"	"18177"	882	36644	2406.9	2345.7
	"Wells County, IN"	"18179"	312	14563	2142.4	2073.0
	"White County, IN"	"18181"	307	14035	2187.4	2179.8
	"Whitley County, IN"	"18183"	294	16437	1788.6	1795.1
	"Adair County, IA"	"19001"	119	4892	2432.5	1899.1
	"Adams County, IA"	"19003"	61	2500	2440.0	2310.0
	"Allamakee County, IA"	"19005"	177	9146	1935.3	1847.4
	"Appanoose County, IA"	"19007"	200	8148	2454.6	2322.7
	"Audubon County, IA"	"19009"	80	4205	1902.5	1552.8
	"Benton County, IA"	"19011"	243	13281	1829.7	1706.8
	"Black Hawk County, IA"	"19013"	1222	60488	2020.2	1892.1
	"Boone County, IA"	"19015"	331	13682	2419.2	2210.3
	"Bremer County, IA"	"19017"	246	13959	1762.3	1591.7
	"Buchanan County, IA"	"19019"	227	10548	2152.1	2098.6
	"Buena Vista County, IA"	"19021"	241	9185	2623.8	2024.1
	"Butler County, IA"	"19023"	240	9564	2509.4	2149.2
	"Calhoun County, IA"	"19025"	170	6590	2579.7	2197.6
	"Carroll County, IA"	"19027"	253	11932	2120.3	1628.8
	"Cass County, IA"	"19029"	253	8616	2936.4	2620.3
	"Cedar County, IA"	"19031"	223	10298	2165.5	1865.3
	"Cerro Gordo County, IA"	"19033"	476	26102	1823.6	1622.5
	"Cherokee County, IA"	"19035"	176	8101	2172.6	1769.5
	"Chickasaw County, IA"	"19037"	185	7042	2627.1	2457.2
	"Clarke County, IA"	"19039"	106	5058	2095.7	1952.6
	"Clay County, IA"	"19041"	209	9700	2154.6	1794.1
	"Clayton County, IA"	"19043"	205	11340	1807.8	1634.8
	"Clinton County, IA"	"19045"	631	26692	2364.0	2229.7
	"Crawford County, IA"	"19047"	180	8624	2087.2	1896.6
	"Dallas County, IA"	"19049"	412	28114	1465.5	1431.9
	"Davis County, IA"	"19051"	101	4613	2189.5	2074.4
	"Decatur County, IA"	"19053"	87	4570	1903.7	1754.4
	"Delaware County, IA"	"19055"	192	9559	2008.6	1759.2
	"Des Moines County, IA"	"19057"	517	23216	2226.9	2087.9
	"Dickinson County, IA"	"19059"	232	12602	1841.0	1697.3
	"Dubuque County, IA"	"19061"	966	48127	2007.2	1856.9
	"Emmet County, IA"	"19063"	110	5913	1860.3	1509.5
	"Fayette County, IA"	"19065"	266	12517	2125.1	1927.2
	"Floyd County, IA"	"19067"	223	10126	2202.3	1893.5
	"Franklin County, IA"	"19069"	146	6272	2327.8	1914.8
	"Fremont County, IA"	"19071"	98	4528	2164.3	1978.7
	"Greene County, IA"	"19073"	160	5795	2761.0	2299.9
	"Grundy County, IA"	"19075"	160	7434	2152.3	1769.7
	"Guthrie County, IA"	"19077"	140	6914	2024.9	1819.5
	"Hamilton County, IA"	"19079"	193	8950	2156.4	1808.2
	"Hancock County, IA"	"19081"	147	6689	2197.6	1933.3
	"Hardin County, IA"	"19083"	249	10938	2276.5	1915.8
	"Harrison County, IA"	"19085"	199	8373	2376.7	2159.2
	"Henry County, IA"	"19087"	284	10948	2594.1	2437.2
	"Howard County, IA"	"19089"	142	5645	2515.5	2049.6
	"Humboldt County, IA"	"19091"	171	5870	2913.1	2437.5
	"Ida County, IA"	"19093"	84	4592	1829.3	1516.8
	"Iowa County, IA"	"19095"	205	9002	2277.3	1843.1
	"Jackson County, IA"	"19097"	280	11754	2382.2	2274.3
	"Jasper County, IA"	"19099"	380	20106	1890.0	1729.3
	"Jefferson County, IA"	"19101"	180	10426	1726.5	1817.8
	"Johnson County, IA"	"19103"	694	44971	1543.2	1539.5
	"Jones County, IA"	"19105"	242	11619	2082.8	1934.9
	"Keokuk County, IA"	"19107"	138	6187	2230.5	1960.3
	"Kossuth County, IA"	"19109"	260	10264	2533.1	2059.2
	"Lee County, IA"	"19111"	452	20064	2252.8	2239.3
	"Linn County, IA"	"19113"	1750	96281	1817.6	1770.3
	"Louisa County, IA"	"19115"	113	5640	2003.5	1962.7
	"Lucas County, IA"	"19117"	141	5529	2550.2	2316.4
	"Lyon County, IA"	"19119"	115	6049	1901.1	1542.1
	"Madison County, IA"	"19121"	150	7809	1920.9	1809.7
	"Mahaska County, IA"	"19123"	251	11466	2189.1	1900.2
	"Marion County, IA"	"19125"	417	16719	2494.2	2370.6
	"Marshall County, IA"	"19127"	513	21606	2374.3	2215.5
	"Mills County, IA"	"19129"	111	7262	1528.5	1654.0
	"Mitchell County, IA"	"19131"	170	6982	2434.8	1831.2
	"Monona County, IA"	"19133"	180	6678	2695.4	2277.2
	"Monroe County, IA"	"19135"	122	4576	2666.1	2453.5
	"Montgomery County, IA"	"19137"	185	6525	2835.2	2460.0
	"Muscatine County, IA"	"19139"	414	20003	2069.7	2027.4
	"O'Brien County, IA"	"19141"	223	8693	2565.3	1999.0
	"Osceola County, IA"	"19143"	91	3769	2414.4	1904.6
	"Page County, IA"	"19145"	235	9720	2417.7	2108.6
	"Palo Alto County, IA"	"19147"	131	5909	2217.0	1706.6
	"Plymouth County, IA"	"19149"	252	13400	1880.6	1691.5
