"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Early County, GA"	"13099"	401	31274	1282.2	965.5
	"Echols County, GA"	"13101"	85	12074	704.0	832.8
	"Effingham County, GA"	"13103"	1278	171373	745.7	893.7
	"Elbert County, GA"	"13105"	761	57855	1315.4	959.9
	"Emanuel County, GA"	"13107"	836	67969	1230.0	1075.6
	"Evans County, GA"	"13109"	368	32221	1142.1	1028.6
	"Fannin County, GA"	"13111"	981	72894	1345.8	843.9
	"Fayette County, GA"	"13113"	2565	331723	773.2	652.2
	"Floyd County, GA"	"13115"	3212	288924	1111.7	928.3
	"Forsyth County, GA"	"13117"	3300	636813	518.2	644.9
	"Franklin County, GA"	"13119"	882	66886	1318.7	1002.9
	"Fulton County, GA"	"13121"	19624	3025481	648.6	722.2
	"Gilmer County, GA"	"13123"	941	87976	1069.6	767.0
	"Glascock County, GA"	"13125"	123	9069	1356.3	1009.6
	"Glynn County, GA"	"13127"	2507	250489	1000.8	788.0
	"Gordon County, GA"	"13129"	1560	169027	922.9	915.4
	"Grady County, GA"	"13131"	766	75197	1018.7	856.3
	"Greene County, GA"	"13133"	575	50222	1144.9	771.3
	"Gwinnett County, GA"	"13135"	12276	2675479	458.8	647.7
	"Habersham County, GA"	"13137"	1341	131860	1017.0	829.4
	"Hall County, GA"	"13139"	4466	580109	769.9	741.5
	"Hancock County, GA"	"13141"	312	25760	1211.2	856.3
	"Haralson County, GA"	"13143"	1096	86502	1267.0	1109.3
	"Harris County, GA"	"13145"	773	99717	775.2	665.4
	"Hart County, GA"	"13147"	910	76478	1189.9	848.6
	"Heard County, GA"	"13149"	413	34632	1192.5	1024.0
	"Henry County, GA"	"13151"	4332	652211	664.2	824.7
	"Houston County, GA"	"13153"	3344	451320	740.9	800.9
	"Irwin County, GA"	"13155"	324	27782	1166.2	887.4
	"Jackson County, GA"	"13157"	1763	189353	931.1	977.9
	"Jasper County, GA"	"13159"	409	40747	1003.8	906.9
	"Jeff Davis County, GA"	"13161"	509	44652	1139.9	1121.8
	"Jefferson County, GA"	"13163"	655	48244	1357.7	1057.6
	"Jenkins County, GA"	"13165"	288	26883	1071.3	902.7
	"Johnson County, GA"	"13167"	280	28785	972.7	823.6
	"Jones County, GA"	"13169"	705	85988	819.9	727.7
	"Lamar County, GA"	"13171"	640	54964	1164.4	1013.4
	"Lanier County, GA"	"13173"	266	31015	857.6	897.9
	"Laurens County, GA"	"13175"	1624	143073	1135.1	912.3
	"Lee County, GA"	"13177"	592	87835	674.0	806.8
	"Liberty County, GA"	"13179"	1054	190252	554.0	863.0
	"Lincoln County, GA"	"13181"	267	23102	1155.7	809.4
	"Long County, GA"	"13183"	290	53408	543.0	764.6
	"Lowndes County, GA"	"13185"	2584	342205	755.1	862.3
	"Lumpkin County, GA"	"13187"	806	93888	858.5	792.8
	"McDuffie County, GA"	"13189"	684	64573	1059.3	931.4
	"McIntosh County, GA"	"13191"	412	41873	983.9	675.6
	"Macon County, GA"	"13193"	454	40932	1109.2	1024.7
	"Madison County, GA"	"13195"	864	85586	1009.5	895.3
	"Marion County, GA"	"13197"	227	25854	878.0	752.2
	"Meriwether County, GA"	"13199"	807	63457	1271.7	977.9
	"Miller County, GA"	"13201"	256	17697	1446.6	1026.0
	"Mitchell County, GA"	"13205"	719	67726	1061.6	903.9
	"Monroe County, GA"	"13207"	789	81488	968.2	766.3
	"Montgomery County, GA"	"13209"	256	27051	946.4	881.0
	"Morgan County, GA"	"13211"	563	54166	1039.4	804.4
	"Murray County, GA"	"13213"	1106	118146	936.1	945.6
	"Muscogee County, GA"	"13215"	5789	598381	967.4	968.2
	"Newton County, GA"	"13217"	2472	316113	782.0	849.8
	"Oconee County, GA"	"13219"	677	107783	628.1	618.7
	"Oglethorpe County, GA"	"13221"	439	44560	985.2	798.4
	"Paulding County, GA"	"13223"	2531	457040	553.8	738.8
	"Peach County, GA"	"13225"	919	80158	1146.5	1131.2
	"Pickens County, GA"	"13227"	978	91114	1073.4	831.2
	"Pierce County, GA"	"13229"	605	57306	1055.7	930.1
	"Pike County, GA"	"13231"	519	53632	967.7	897.5
	"Polk County, GA"	"13233"	1468	124148	1182.5	1080.4
	"Pulaski County, GA"	"13235"	353	34070	1036.1	747.0
	"Putnam County, GA"	"13237"	725	63876	1135.0	825.5
	"Quitman County, GA"	"13239"	74	6938	1066.6	708.5
	"Rabun County, GA"	"13241"	655	49037	1335.7	837.7
	"Randolph County, GA"	"13243"	272	21616	1258.3	846.9
	"Richmond County, GA"	"13245"	6069	604165	1004.5	1005.6
	"Rockdale County, GA"	"13247"	1981	265549	746.0	768.7
	"Schley County, GA"	"13249"	110	15403	714.1	650.1
	"Screven County, GA"	"13251"	514	42196	1218.1	966.3
	"Seminole County, GA"	"13253"	399	25702	1552.4	1049.0
	"Spalding County, GA"	"13255"	2240	192682	1162.5	1003.2
	"Stephens County, GA"	"13257"	1034	76665	1348.7	1094.1
	"Stewart County, GA"	"13259"	197	17289	1139.5	940.0
	"Sumter County, GA"	"13261"	1064	92336	1152.3	1025.4
	"Talbot County, GA"	"13263"	242	18873	1282.3	928.6
	"Taliaferro County, GA"	"13265"	74	4920	1504.1	853.3
	"Tattnall County, GA"	"13267"	735	75492	973.6	1030.1
	"Taylor County, GA"	"13269"	301	24974	1205.3	909.2
	"Telfair County, GA"	"13271"	453	48942	925.6	743.2
	"Terrell County, GA"	"13273"	318	27194	1169.4	914.2
	"Thomas County, GA"	"13275"	1541	135338	1138.6	897.3
	"Tift County, GA"	"13277"	1235	122160	1011.0	945.6
	"Toombs County, GA"	"13279"	975	81483	1196.6	1057.5
	"Towns County, GA"	"13281"	509	33629	1513.6	755.1
	"Treutlen County, GA"	"13283"	205	20161	1016.8	874.7
	"Troup County, GA"	"13285"	2049	209203	979.4	910.4
	"Turner County, GA"	"13287"	366	24127	1517.0	1137.1
	"Twiggs County, GA"	"13289"	325	24819	1309.5	1008.8
	"Union County, GA"	"13291"	909	67119	1354.3	714.2
	"Upson County, GA"	"13293"	1080	78856	1369.6	1071.6
	"Walker County, GA"	"13295"	2575	204238	1260.8	1030.4
	"Walton County, GA"	"13297"	2481	266289	931.7	877.4
	"Ware County, GA"	"13299"	1350	106738	1264.8	1016.7
	"Warren County, GA"	"13301"	252	16400	1536.6	1117.4
	"Washington County, GA"	"13303"	704	61890	1137.5	925.1
	"Wayne County, GA"	"13305"	1013	89615	1130.4	1033.4
	"Webster County, GA"	"13307"	70	7864	890.1	626.5
	"Wheeler County, GA"	"13309"	192	23835	805.5	778.4
	"White County, GA"	"13311"	849	85315	995.1	741.3
	"Whitfield County, GA"	"13313"	2509	312063	804.0	814.7
	"Wilcox County, GA"	"13315"	326	26475	1231.4	988.2
	"Wilkes County, GA"	"13317"	421	29625	1421.1	947.2
	"Wilkinson County, GA"	"13319"	393	27595	1424.2	1080.8
	"Worth County, GA"	"13321"	647	62481	1035.5	839.8
	"Hawaii County, HI"	"15001"	4972	588490	844.9	642.6
	"Honolulu County, HI"	"15003"	22738	2974357	764.5	574.9
	"Kauai County, HI"	"15007"	1640	214047	766.2	564.7
	"Maui County, HI"	"15009"	3382	492904	686.1	566.9
	"Ada County, ID"	"16001"	8637	1303915	662.4	660.4
	"Adams County, ID"	"16003"	111	11589	957.8	619.6
	"Bannock County, ID"	"16005"	2097	251804	832.8	844.5
	"Bear Lake County, ID"	"16007"	176	17786	989.5	717.1
	"Benewah County, ID"	"16009"	403	27194	1481.9	1109.6
	"Bingham County, ID"	"16011"	1111	135368	820.7	821.4
	"Blaine County, ID"	"16013"	339	64749	523.6	490.9
	"Boise County, ID"	"16015"	150	20929	716.7	537.4
	"Bonner County, ID"	"16017"	1307	125843	1038.6	721.7
	"Bonneville County, ID"	"16019"	2483	330610	751.0	777.7
	"Boundary County, ID"	"16021"	334	33999	982.4	715.1
	"Butte County, ID"	"16023"	81	7611	1064.2	772.1
	"Camas County, ID"	"16025"	16	3174	504.1 (Unreliable)	383.5 (Unreliable)
	"Canyon County, ID"	"16027"	4298	621494	691.6	737.5
	"Caribou County, ID"	"16029"	178	20471	869.5	690.1
	"Cassia County, ID"	"16031"	589	70548	834.9	798.9
	"Clark County, ID"	"16033"	23	2606	882.6	862.5
	"Clearwater County, ID"	"16035"	326	25479	1279.5	779.7
	"Custer County, ID"	"16037"	135	12333	1094.6	719.6
	"Elmore County, ID"	"16039"	575	78016	737.0	801.5
	"Franklin County, ID"	"16041"	286	39395	726.0	679.2
	"Fremont County, ID"	"16043"	325	38592	842.1	743.9
	"Gem County, ID"	"16045"	632	50898	1241.7	846.9
	"Gooding County, ID"	"16047"	425	45438	935.3	778.1
	"Idaho County, ID"	"16049"	583	48637	1198.7	739.8
	"Jefferson County, ID"	"16051"	484	81980	590.4	694.9
	"Jerome County, ID"	"16053"	532	68429	777.4	846.2
	"Kootenai County, ID"	"16055"	4029	451969	891.4	720.3
	"Latah County, ID"	"16057"	675	116502	579.4	624.0
	"Lemhi County, ID"	"16059"	317	23207	1366.0	795.4
	"Lewis County, ID"	"16061"	121	11470	1054.9	616.3
	"Lincoln County, ID"	"16063"	102	15893	641.8	671.3
	"Madison County, ID"	"16065"	375	115200	325.5	660.8
	"Minidoka County, ID"	"16067"	484	61247	790.2	656.1
	"Nez Perce County, ID"	"16069"	1510	120498	1253.1	831.5
	"Oneida County, ID"	"16071"	124	12832	966.3	651.0
	"Owyhee County, ID"	"16073"	280	33988	823.8	711.6
	"Payette County, ID"	"16075"	632	68638	920.8	771.3
	"Power County, ID"	"16077"	210	22937	915.6	905.5
	"Shoshone County, ID"	"16079"	545	37311	1460.7	978.5
	"Teton County, ID"	"16081"	127	31828	399.0	597.3
	"Twin Falls County, ID"	"16083"	2257	246548	915.4	810.0
	"Valley County, ID"	"16085"	244	30387	803.0	603.8
	"Washington County, ID"	"16087"	337	30158	1117.4	677.8
	"Adams County, IL"	"17001"	2391	200583	1192.0	783.0
	"Alexander County, IL"	"17003"	307	20328	1510.2	1069.7
	"Bond County, IL"	"17005"	534	50859	1050.0	783.9
	"Boone County, IL"	"17007"	1223	160699	761.1	719.0
	"Brown County, IL"	"17009"	156	20421	763.9	702.2
	"Bureau County, IL"	"17011"	1204	100666	1196.0	751.8
	"Calhoun County, IL"	"17013"	153	14755	1036.9	594.7
	"Carroll County, IL"	"17015"	558	43953	1269.5	738.6
	"Cass County, IL"	"17017"	475	38636	1229.4	920.5
	"Champaign County, IL"	"17019"	3867	622799	620.9	659.2
	"Christian County, IL"	"17021"	1272	100737	1262.7	848.2
	"Clark County, IL"	"17023"	612	48000	1275.0	877.7
	"Clay County, IL"	"17025"	523	40091	1304.5	875.8
	"Clinton County, IL"	"17027"	1046	113339	922.9	691.9
	"Coles County, IL"	"17029"	1546	157618	980.9	796.0
	"Cook County, IL"	"17031"	121217	15667576	773.7	715.4
	"Crawford County, IL"	"17033"	723	58089	1244.6	845.3
	"Cumberland County, IL"	"17035"	348	32609	1067.2	748.5
	"DeKalb County, IL"	"17037"	2114	313867	673.5	718.6
	"De Witt County, IL"	"17039"	575	48729	1180.0	861.3
	"Douglas County, IL"	"17041"	586	59228	989.4	748.5
	"DuPage County, IL"	"17043"	18489	2793606	661.8	590.9
	"Edgar County, IL"	"17045"	711	53022	1341.0	849.8
	"Edwards County, IL"	"17047"	218	19665	1108.6	737.6
	"Effingham County, IL"	"17049"	1055	103119	1023.1	764.4
	"Fayette County, IL"	"17051"	673	65850	1022.0	755.4
	"Ford County, IL"	"17053"	599	41005	1460.8	884.1
	"Franklin County, IL"	"17055"	1610	118068	1363.6	978.0
	"Fulton County, IL"	"17057"	1415	107237	1319.5	876.0
	"Gallatin County, IL"	"17059"	230	15798	1455.9	977.4
	"Greene County, IL"	"17061"	518	39808	1301.2	899.0
	"Grundy County, IL"	"17063"	1206	151345	796.9	778.5
	"Hamilton County, IL"	"17065"	292	24554	1189.2	739.0
	"Hancock County, IL"	"17067"	613	55668	1101.2	637.3
	"Hardin County, IL"	"17069"	193	12354	1562.2	1040.7
	"Henderson County, IL"	"17071"	254	20825	1219.7	704.7
	"Henry County, IL"	"17073"	1614	148412	1087.5	750.6
	"Iroquois County, IL"	"17075"	1170	85789	1363.8	866.0
	"Jackson County, IL"	"17077"	1373	177383	774.0	735.2
	"Jasper County, IL"	"17079"	311	28742	1082.0	737.4
	"Jefferson County, IL"	"17081"	1291	115292	1119.8	828.7
	"Jersey County, IL"	"17083"	750	66854	1121.8	816.6
	"Jo Daviess County, IL"	"17085"	757	66102	1145.2	663.5
	"Johnson County, IL"	"17087"	356	38573	922.9	705.5
	"Kane County, IL"	"17089"	9393	1588053	591.5	620.1
	"Kankakee County, IL"	"17091"	3383	332264	1018.2	842.9
	"Kendall County, IL"	"17093"	1716	369206	464.8	643.2
	"Knox County, IL"	"17095"	2036	154307	1319.4	868.6
	"Lake County, IL"	"17097"	13514	2109817	640.5	624.1
	"LaSalle County, IL"	"17099"	4000	333879	1198.0	836.8
	"Lawrence County, IL"	"17101"	633	49485	1279.2	940.4
	"Lee County, IL"	"17103"	1109	103467	1071.8	770.0
	"Livingston County, IL"	"17105"	1274	110391	1154.1	815.1
	"Logan County, IL"	"17107"	1070	88822	1204.7	869.9
	"McDonough County, IL"	"17109"	958	93953	1019.7	819.8
	"McHenry County, IL"	"17111"	6154	920941	668.2	693.1
	"McLean County, IL"	"17113"	3489	518934	672.3	686.8
	"Macon County, IL"	"17115"	3780	322406	1172.4	831.4
	"Macoupin County, IL"	"17117"	1690	138378	1221.3	830.7
	"Madison County, IL"	"17119"	8532	798467	1068.5	854.8
	"Marion County, IL"	"17121"	1571	115004	1366.0	965.2
	"Marshall County, IL"	"17123"	486	35909	1353.4	819.2
	"Mason County, IL"	"17125"	544	41116	1323.1	856.3
	"Massac County, IL"	"17127"	636	44291	1436.0	937.6
	"Menard County, IL"	"17129"	385	37548	1025.4	732.3
	"Mercer County, IL"	"17131"	541	47533	1138.2	714.3
	"Monroe County, IL"	"17133"	855	101645	841.2	613.7
	"Montgomery County, IL"	"17135"	1097	87572	1252.7	825.0
	"Morgan County, IL"	"17137"	1177	103611	1136.0	771.0
	"Moultrie County, IL"	"17139"	583	44659	1305.4	843.8
	"Ogle County, IL"	"17141"	1528	154997	985.8	739.0
	"Peoria County, IL"	"17143"	5482	558593	981.4	806.9
	"Perry County, IL"	"17145"	744	64373	1155.8	868.6
	"Piatt County, IL"	"17147"	500	49378	1012.6	730.8
	"Pike County, IL"	"17149"	626	47905	1306.8	832.7
	"Pope County, IL"	"17151"	151	12602	1198.2	780.6
	"Pulaski County, IL"	"17153"	263	17099	1538.1	987.5
	"Putnam County, IL"	"17155"	178	17035	1044.9	719.2
	"Randolph County, IL"	"17157"	1146	98559	1162.8	837.0
	"Richland County, IL"	"17159"	672	48080	1397.7	867.1
	"Rock Island County, IL"	"17161"	4750	437531	1085.6	781.9
	"St. Clair County, IL"	"17163"	7525	792425	949.6	829.4
	"Saline County, IL"	"17165"	1098	73461	1494.7	1040.1
	"Sangamon County, IL"	"17167"	5815	594954	977.4	777.4
	"Schuyler County, IL"	"17169"	268	21204	1263.9	803.9
	"Scott County, IL"	"17171"	180	15344	1173.1	796.0
	"Shelby County, IL"	"17173"	744	65627	1133.7	727.1
	"Stark County, IL"	"17175"	251	17376	1444.5	814.1
	"Stephenson County, IL"	"17177"	1617	137754	1173.8	718.3
	"Tazewell County, IL"	"17179"	4286	404687	1059.1	782.6
	"Union County, IL"	"17181"	671	52074	1288.6	885.8
	"Vermilion County, IL"	"17183"	3014	236796	1272.8	966.4
	"Wabash County, IL"	"17185"	423	34587	1223.0	792.5
	"Warren County, IL"	"17187"	549	52694	1041.9	723.4
	"Washington County, IL"	"17189"	481	42794	1124.0	753.0
	"Wayne County, IL"	"17191"	627	49355	1270.4	865.1
	"White County, IL"	"17193"	677	42984	1575.0	947.6
	"Whiteside County, IL"	"17195"	1919	170545	1125.2	755.1
	"Will County, IL"	"17197"	13054	2061325	633.3	701.2
	"Williamson County, IL"	"17199"	2258	202499	1115.1	862.4
	"Winnebago County, IL"	"17201"	8777	861680	1018.6	825.0
	"Woodford County, IL"	"17203"	1177	117502	1001.7	716.3
	"Adams County, IN"	"18001"	933	104963	888.9	730.0
	"Allen County, IN"	"18003"	9641	1103805	873.4	809.0
	"Bartholomew County, IN"	"18005"	2246	242595	925.8	808.3
	"Benton County, IN"	"18007"	263	26013	1011.0	805.8
	"Blackford County, IN"	"18009"	491	36815	1333.7	947.8
	"Boone County, IN"	"18011"	1585	189873	834.8	811.2
	"Brown County, IN"	"18013"	463	44742	1034.8	750.4
	"Carroll County, IN"	"18015"	551	59797	921.5	681.7
	"Cass County, IN"	"18017"	1237	114405	1081.2	835.5
	"Clark County, IN"	"18019"	3642	345306	1054.7	962.5
	"Clay County, IN"	"18021"	934	79280	1178.1	918.2
	"Clinton County, IN"	"18023"	1117	97634	1144.1	869.5
	"Crawford County, IN"	"18025"	338	31677	1067.0	883.1
	"Daviess County, IN"	"18027"	1003	98502	1018.3	885.7
	"Dearborn County, IN"	"18029"	1441	148257	972.0	839.8
	"Decatur County, IN"	"18031"	794	79443	999.5	818.7
	"De Kalb County, IN"	"18033"	1286	127764	1006.5	853.2
	"Delaware County, IN"	"18035"	3752	348234	1077.4	890.1
	"Dubois County, IN"	"18037"	1213	127314	952.8	736.0
	"Elkhart County, IN"	"18039"	5125	608674	842.0	772.4
	"Fayette County, IN"	"18041"	928	70236	1321.3	996.8
	"Floyd County, IN"	"18043"	2294	230008	997.4	861.7
	"Fountain County, IN"	"18045"	627	49726	1260.9	863.1
	"Franklin County, IN"	"18047"	622	68518	907.8	753.3
	"Fulton County, IN"	"18049"	694	60969	1138.3	871.5
	"Gibson County, IN"	"18051"	1120	101298	1105.6	857.7
	"Grant County, IN"	"18053"	2491	203134	1226.3	936.2
	"Greene County, IN"	"18055"	1142	97381	1172.7	872.6
	"Hamilton County, IN"	"18057"	4714	928610	507.6	593.4
	"Hancock County, IN"	"18059"	1937	218042	888.4	787.8
	"Harrison County, IN"	"18061"	1172	118720	987.2	833.1
	"Hendricks County, IN"	"18063"	3323	474728	700.0	717.6
	"Henry County, IN"	"18065"	1742	146472	1189.3	883.5
	"Howard County, IN"	"18067"	3096	247888	1249.0	929.8
	"Huntington County, IN"	"18069"	1264	109665	1152.6	885.8
	"Jackson County, IN"	"18071"	1429	131671	1085.3	914.3
	"Jasper County, IN"	"18073"	976	100415	972.0	830.4
	"Jay County, IN"	"18075"	700	63344	1105.1	894.7
	"Jefferson County, IN"	"18077"	1138	97414	1168.2	964.1
	"Jennings County, IN"	"18079"	913	83656	1091.4	1024.9
	"Johnson County, IN"	"18081"	3860	448666	860.3	794.1
	"Knox County, IN"	"18083"	1375	113656	1209.8	949.9
	"Kosciusko County, IN"	"18085"	2090	236526	883.6	772.1
	"Lagrange County, IN"	"18087"	765	116231	658.2	690.4
	"Lake County, IN"	"18089"	14522	1464067	991.9	843.8
	"La Porte County, IN"	"18091"	3697	332442	1112.1	917.1
	"Lawrence County, IN"	"18093"	1646	136614	1204.9	895.0
	"Madison County, IN"	"18095"	4455	388677	1146.2	898.5
	"Marion County, IN"	"18097"	24166	2813499	858.9	889.9
	"Marshall County, IN"	"18099"	1405	140250	1001.8	763.3
	"Martin County, IN"	"18101"	313	30558	1024.3	792.5
	"Miami County, IN"	"18103"	1152	107816	1068.5	873.3
	"Monroe County, IN"	"18105"	2811	433215	648.9	700.1
	"Montgomery County, IN"	"18107"	1190	114284	1041.3	799.0
	"Morgan County, IN"	"18109"	1979	208940	947.2	848.1
	"Newton County, IN"	"18111"	468	42012	1114.0	832.4
	"Noble County, IN"	"18113"	1309	143007	915.3	800.0
	"Ohio County, IN"	"18115"	194	17882	1084.9	781.3
	"Orange County, IN"	"18117"	713	58496	1218.9	961.4
	"Owen County, IN"	"18119"	714	62653	1139.6	957.2
	"Parke County, IN"	"18121"	480	50885	943.3	756.1
	"Perry County, IN"	"18123"	632	57647	1096.3	823.2
	"Pike County, IN"	"18125"	472	37468	1259.7	913.9
	"Porter County, IN"	"18127"	4278	502758	850.9	752.8
	"Posey County, IN"	"18129"	733	76504	958.1	773.7
	"Pulaski County, IN"	"18131"	438	38496	1137.8	846.8
	"Putnam County, IN"	"18133"	1083	112802	960.1	808.2
	"Randolph County, IN"	"18135"	856	75551	1133.0	811.4
	"Ripley County, IN"	"18137"	909	86094	1055.8	816.5
	"Rush County, IN"	"18139"	594	50233	1182.5	869.2
	"St. Joseph County, IN"	"18141"	8017	804895	996.0	837.1
	"Scott County, IN"	"18143"	916	71098	1288.4	1117.5
	"Shelby County, IN"	"18145"	1334	133253	1001.1	820.2
	"Spencer County, IN"	"18147"	580	62193	932.6	696.1
	"Starke County, IN"	"18149"	828	68960	1200.7	1002.5
	"Steuben County, IN"	"18151"	982	102886	954.5	761.4
	"Sullivan County, IN"	"18153"	739	62742	1177.8	951.8
	"Switzerland County, IN"	"18155"	324	31506	1028.4	883.4
	"Tippecanoe County, IN"	"18157"	3564	557315	639.5	739.6
	"Tipton County, IN"	"18159"	540	45926	1175.8	801.3
	"Union County, IN"	"18161"	216	21631	998.6	786.0
	"Vanderburgh County, IN"	"18163"	5912	545735	1083.3	868.1
	"Vermillion County, IN"	"18165"	630	46963	1341.5	962.0
	"Vigo County, IN"	"18167"	3429	323739	1059.2	903.8
	"Wabash County, IN"	"18169"	1282	96092	1334.1	867.1
	"Warren County, IN"	"18171"	270	24776	1089.8	750.5
	"Warrick County, IN"	"18173"	1625	185621	875.4	707.5
	"Washington County, IN"	"18175"	959	83260	1151.8	1001.4
	"Wayne County, IN"	"18177"	2638	200958	1312.7	955.7
	"Wells County, IN"	"18179"	869	83725	1037.9	754.7
	"White County, IN"	"18181"	869	72606	1196.9	831.5
	"Whitley County, IN"	"18183"	927	100257	924.6	736.0
	"Adair County, IA"	"19001"	332	21719	1528.6	809.7
	"Adams County, IA"	"19003"	161	11316	1422.8	886.8
	"Allamakee County, IA"	"19005"	508	41830	1214.4	730.4
	"Appanoose County, IA"	"19007"	510	37662	1354.2	850.4
	"Audubon County, IA"	"19009"	255	17201	1482.5	832.3
	"Benton County, IA"	"19011"	684	77020	888.1	646.9
	"Black Hawk County, IA"	"19013"	3559	399564	890.7	734.4
	"Boone County, IA"	"19015"	865	79470	1088.5	768.2
	"Bremer County, IA"	"19017"	647	74250	871.4	571.9
	"Buchanan County, IA"	"19019"	615	63196	973.2	736.5
	"Buena Vista County, IA"	"19021"	577	61128	943.9	675.1
	"Butler County, IA"	"19023"	570	44659	1276.3	739.3
	"Calhoun County, IA"	"19025"	427	29535	1445.7	778.5
	"Carroll County, IA"	"19027"	749	61506	1217.8	710.6
	"Cass County, IA"	"19029"	610	39870	1530.0	893.7
	"Cedar County, IA"	"19031"	581	55204	1052.5	665.8
	"Cerro Gordo County, IA"	"19033"	1578	129285	1220.6	772.9
	"Cherokee County, IA"	"19035"	505	34907	1446.7	754.9
	"Chickasaw County, IA"	"19037"	395	36308	1087.9	692.7
	"Clarke County, IA"	"19039"	325	27764	1170.6	817.6
	"Clay County, IA"	"19041"	582	49333	1179.7	688.0
	"Clayton County, IA"	"19043"	594	52977	1121.2	654.3
	"Clinton County, IA"	"19045"	1700	142849	1190.1	807.1
	"Crawford County, IA"	"19047"	496	51084	970.9	691.7
	"Dallas County, IA"	"19049"	1339	243091	550.8	578.2
	"Davis County, IA"	"19051"	266	26382	1008.3	735.9
	"Decatur County, IA"	"19053"	266	24557	1083.2	777.2
	"Delaware County, IA"	"19055"	525	52146	1006.8	651.1
	"Des Moines County, IA"	"19057"	1380	119867	1151.3	777.2
	"Dickinson County, IA"	"19059"	590	51302	1150.1	608.5
	"Dubuque County, IA"	"19061"	2712	290619	933.2	696.7
	"Emmet County, IA"	"19063"	365	29231	1248.7	738.3
	"Fayette County, IA"	"19065"	776	60622	1280.1	790.0
	"Floyd County, IA"	"19067"	567	47853	1184.9	702.4
	"Franklin County, IA"	"19069"	354	30920	1144.9	648.2
	"Fremont County, IA"	"19071"	299	20886	1431.6	854.4
	"Greene County, IA"	"19073"	387	27100	1428.0	797.0
	"Grundy County, IA"	"19075"	409	37102	1102.4	638.6
	"Guthrie County, IA"	"19077"	376	31998	1175.1	703.3
	"Hamilton County, IA"	"19079"	504	45478	1108.2	673.3
	"Hancock County, IA"	"19081"	359	32806	1094.3	666.6
	"Hardin County, IA"	"19083"	657	51856	1267.0	715.0
	"Harrison County, IA"	"19085"	550	42739	1286.9	812.3
	"Henry County, IA"	"19087"	644	59560	1081.3	747.7
	"Howard County, IA"	"19089"	319	28099	1135.3	655.4
	"Humboldt County, IA"	"19091"	349	28650	1218.2	709.1
	"Ida County, IA"	"19093"	270	20983	1286.8	695.3
	"Iowa County, IA"	"19095"	538	49070	1096.4	695.0
	"Jackson County, IA"	"19097"	647	58402	1107.8	727.3
	"Jasper County, IA"	"19099"	1121	110267	1016.6	699.1
	"Jefferson County, IA"	"19101"	473	53614	882.2	630.4
	"Johnson County, IA"	"19103"	2152	433394	496.5	581.9
	"Jones County, IA"	"19105"	614	61314	1001.4	666.0
	"Keokuk County, IA"	"19107"	350	30468	1148.7	717.2
	"Kossuth County, IA"	"19109"	562	45473	1235.9	640.5
	"Lee County, IA"	"19111"	1326	104892	1264.2	888.0
	"Linn County, IA"	"19113"	5259	659049	798.0	687.0
	"Louisa County, IA"	"19115"	327	33595	973.4	745.5
	"Lucas County, IA"	"19117"	343	26024	1318.0	789.8
	"Lyon County, IA"	"19119"	316	35193	897.9	599.9
	"Madison County, IA"	"19121"	448	47196	949.2	713.9
	"Mahaska County, IA"	"19123"	701	66798	1049.4	736.0
	"Marion County, IA"	"19125"	1016	99591	1020.2	763.1
	"Marshall County, IA"	"19127"	1443	121616	1186.5	834.7
	"Mills County, IA"	"19129"	379	44495	851.8	704.5
	"Mitchell County, IA"	"19131"	389	32319	1203.6	618.5
	"Monona County, IA"	"19133"	446	26837	1661.9	876.6
	"Monroe County, IA"	"19135"	338	23777	1421.5	948.0
	"Montgomery County, IA"	"19137"	442	30895	1430.7	828.2
	"Muscatine County, IA"	"19139"	1221	128918	947.1	775.2
	"O'Brien County, IA"	"19141"	604	42071	1435.7	757.9
	"Osceola County, IA"	"19143"	233	18384	1267.4	760.7
	"Page County, IA"	"19145"	627	46456	1349.7	780.1
	"Palo Alto County, IA"	"19147"	373	27312	1365.7	738.7
	"Plymouth County, IA"	"19149"	721	75026	961.0	652.5
	"Pocahontas County, IA"	"19151"	287	21000	1366.7	742.0
	"Polk County, IA"	"19153"	10237	1400513	730.9	746.1
	"Pottawattamie County, IA"	"19155"	2833	280290	1010.7	813.5
	"Poweshiek County, IA"	"19157"	650	55712	1166.7	731.9
	"Ringgold County, IA"	"19159"	237	15153	1564.0	804.5
	"Sac County, IA"	"19161"	418	29945	1395.9	713.0
	"Scott County, IA"	"19163"	4426	516190	857.4	734.4
	"Shelby County, IA"	"19165"	479	35675	1342.7	708.8
	"Sioux County, IA"	"19167"	770	104272	738.5	557.2
	"Story County, IA"	"19169"	1577	288802	546.0	594.5
	"Tama County, IA"	"19171"	631	52065	1211.9	762.2
	"Taylor County, IA"	"19173"	232	18600	1247.3	714.3
	"Union County, IA"	"19175"	460	37488	1227.1	844.4
	"Van Buren County, IA"	"19177"	283	22006	1286.0	838.0
	"Wapello County, IA"	"19179"	1249	105474	1184.2	875.7
	"Warren County, IA"	"19181"	1174	146407	801.9	686.6
	"Washington County, IA"	"19183"	732	66629	1098.6	704.8
	"Wayne County, IA"	"19185"	259	19230	1346.9	804.5
	"Webster County, IA"	"19187"	1297	110744	1171.2	849.1
	"Winnebago County, IA"	"19189"	386	31791	1214.2	708.6
