"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Greene County, GA"	"13133"	214	50222	426.1	287.0
	"Gwinnett County, GA"	"13135"	4425	2675479	165.4	250.4
	"Habersham County, GA"	"13137"	523	131860	396.6	318.7
	"Hall County, GA"	"13139"	1668	580109	287.5	276.0
	"Hancock County, GA"	"13141"	144	25760	559.0	400.9
	"Haralson County, GA"	"13143"	486	86502	561.8	490.0
	"Harris County, GA"	"13145"	323	99717	323.9	270.4
	"Hart County, GA"	"13147"	382	76478	499.5	344.7
	"Heard County, GA"	"13149"	183	34632	528.4	453.1
	"Henry County, GA"	"13151"	1699	652211	260.5	335.4
	"Houston County, GA"	"13153"	1385	451320	306.9	337.8
	"Irwin County, GA"	"13155"	135	27782	485.9	355.5
	"Jackson County, GA"	"13157"	712	189353	376.0	401.1
	"Jasper County, GA"	"13159"	173	40747	424.6	378.4
	"Jeff Davis County, GA"	"13161"	265	44652	593.5	592.0
	"Jefferson County, GA"	"13163"	275	48244	570.0	429.2
	"Jenkins County, GA"	"13165"	102	26883	379.4	322.2
	"Johnson County, GA"	"13167"	137	28785	475.9	402.6
	"Jones County, GA"	"13169"	283	85988	329.1	292.0
	"Lamar County, GA"	"13171"	279	54964	507.6	441.6
	"Lanier County, GA"	"13173"	111	31015	357.9	371.2
	"Laurens County, GA"	"13175"	697	143073	487.2	383.0
	"Lee County, GA"	"13177"	253	87835	288.0	356.4
	"Liberty County, GA"	"13179"	401	190252	210.8	344.0
	"Lincoln County, GA"	"13181"	114	23102	493.5	341.0
	"Long County, GA"	"13183"	128	53408	239.7	349.8
	"Lowndes County, GA"	"13185"	1069	342205	312.4	364.9
	"Lumpkin County, GA"	"13187"	343	93888	365.3	342.8
	"McDuffie County, GA"	"13189"	268	64573	415.0	360.6
	"McIntosh County, GA"	"13191"	151	41873	360.6	232.1
	"Macon County, GA"	"13193"	188	40932	459.3	437.7
	"Madison County, GA"	"13195"	384	85586	448.7	402.6
	"Marion County, GA"	"13197"	102	25854	394.5	336.4
	"Meriwether County, GA"	"13199"	357	63457	562.6	421.1
	"Miller County, GA"	"13201"	113	17697	638.5	439.4
	"Mitchell County, GA"	"13205"	295	67726	435.6	365.7
	"Monroe County, GA"	"13207"	336	81488	412.3	319.5
	"Montgomery County, GA"	"13209"	127	27051	469.5	434.6
	"Morgan County, GA"	"13211"	241	54166	444.9	339.2
	"Murray County, GA"	"13213"	473	118146	400.4	408.6
	"Muscogee County, GA"	"13215"	2468	598381	412.4	413.9
	"Newton County, GA"	"13217"	894	316113	282.8	312.0
	"Oconee County, GA"	"13219"	265	107783	245.9	240.2
	"Oglethorpe County, GA"	"13221"	164	44560	368.0	292.5
	"Paulding County, GA"	"13223"	994	457040	217.5	309.4
	"Peach County, GA"	"13225"	372	80158	464.1	464.0
	"Pickens County, GA"	"13227"	432	91114	474.1	368.0
	"Pierce County, GA"	"13229"	255	57306	445.0	392.6
	"Pike County, GA"	"13231"	218	53632	406.5	377.0
	"Polk County, GA"	"13233"	660	124148	531.6	483.7
	"Pulaski County, GA"	"13235"	168	34070	493.1	345.8
	"Putnam County, GA"	"13237"	315	63876	493.1	346.0
	"Quitman County, GA"	"13239"	25	6938	360.3	213.7
	"Rabun County, GA"	"13241"	257	49037	524.1	320.9
	"Randolph County, GA"	"13243"	118	21616	545.9	351.3
	"Richmond County, GA"	"13245"	2315	604165	383.2	388.8
	"Rockdale County, GA"	"13247"	702	265549	264.4	273.5
	"Schley County, GA"	"13249"	40	15403	259.7	236.6
	"Screven County, GA"	"13251"	214	42196	507.2	390.6
	"Seminole County, GA"	"13253"	157	25702	610.8	383.7
	"Spalding County, GA"	"13255"	933	192682	484.2	420.1
	"Stephens County, GA"	"13257"	407	76665	530.9	428.0
	"Stewart County, GA"	"13259"	86	17289	497.4	407.2
	"Sumter County, GA"	"13261"	417	92336	451.6	396.1
	"Talbot County, GA"	"13263"	102	18873	540.5	388.4
	"Taliaferro County, GA"	"13265"	28	4920	569.1	309.6
	"Tattnall County, GA"	"13267"	313	75492	414.6	443.1
	"Taylor County, GA"	"13269"	118	24974	472.5	355.7
	"Telfair County, GA"	"13271"	213	48942	435.2	340.0
	"Terrell County, GA"	"13273"	116	27194	426.6	320.6
	"Thomas County, GA"	"13275"	571	135338	421.9	325.8
	"Tift County, GA"	"13277"	499	122160	408.5	382.0
	"Toombs County, GA"	"13279"	427	81483	524.0	456.7
	"Towns County, GA"	"13281"	220	33629	654.2	309.2
	"Treutlen County, GA"	"13283"	82	20161	406.7	344.3
	"Troup County, GA"	"13285"	864	209203	413.0	381.4
	"Turner County, GA"	"13287"	144	24127	596.8	424.5
	"Twiggs County, GA"	"13289"	164	24819	660.8	483.9
	"Union County, GA"	"13291"	356	67119	530.4	263.2
	"Upson County, GA"	"13293"	550	78856	697.5	538.7
	"Walker County, GA"	"13295"	1315	204238	643.9	521.2
	"Walton County, GA"	"13297"	1011	266289	379.7	357.5
	"Ware County, GA"	"13299"	570	106738	534.0	421.3
	"Warren County, GA"	"13301"	96	16400	585.4	398.1
	"Washington County, GA"	"13303"	287	61890	463.7	369.1
	"Wayne County, GA"	"13305"	454	89615	506.6	459.2
	"Webster County, GA"	"13307"	33	7864	419.6	268.1
	"Wheeler County, GA"	"13309"	77	23835	323.1	317.6
	"White County, GA"	"13311"	332	85315	389.1	284.1
	"Whitfield County, GA"	"13313"	1028	312063	329.4	333.8
	"Wilcox County, GA"	"13315"	143	26475	540.1	421.7
	"Wilkes County, GA"	"13317"	190	29625	641.4	410.9
	"Wilkinson County, GA"	"13319"	190	27595	688.5	503.4
	"Worth County, GA"	"13321"	238	62481	380.9	301.5
	"Hawaii County, HI"	"15001"	2059	588490	349.9	260.6
	"Honolulu County, HI"	"15003"	9656	2974357	324.6	236.4
	"Kauai County, HI"	"15007"	650	214047	303.7	218.3
	"Maui County, HI"	"15009"	1259	492904	255.4	207.1
	"Ada County, ID"	"16001"	3302	1303915	253.2	254.7
	"Adams County, ID"	"16003"	44	11589	379.7	229.3
	"Bannock County, ID"	"16005"	835	251804	331.6	336.6
	"Bear Lake County, ID"	"16007"	76	17786	427.3	297.2
	"Benewah County, ID"	"16009"	163	27194	599.4	429.8
	"Bingham County, ID"	"16011"	454	135368	335.4	335.0
	"Blaine County, ID"	"16013"	105	64749	162.2	151.9
	"Boise County, ID"	"16015"	56	20929	267.6	200.7
	"Bonner County, ID"	"16017"	497	125843	394.9	266.4
	"Bonneville County, ID"	"16019"	951	330610	287.7	295.6
	"Boundary County, ID"	"16021"	138	33999	405.9	280.1
	"Butte County, ID"	"16023"	36	7611	473.0	327.1
	"Canyon County, ID"	"16027"	1737	621494	279.5	302.5
	"Caribou County, ID"	"16029"	65	20471	317.5	240.8
	"Cassia County, ID"	"16031"	213	70548	301.9	284.8
	"Clark County, ID"	"16033"	13	2606	498.8 (Unreliable)	477.9 (Unreliable)
	"Clearwater County, ID"	"16035"	133	25479	522.0	292.2
	"Custer County, ID"	"16037"	56	12333	454.1	273.6
	"Elmore County, ID"	"16039"	226	78016	289.7	319.9
	"Franklin County, ID"	"16041"	106	39395	269.1	244.1
	"Fremont County, ID"	"16043"	135	38592	349.8	312.9
	"Gem County, ID"	"16045"	244	50898	479.4	303.3
	"Gooding County, ID"	"16047"	180	45438	396.1	315.2
	"Idaho County, ID"	"16049"	231	48637	474.9	276.1
	"Jefferson County, ID"	"16051"	182	81980	222.0	263.6
	"Jerome County, ID"	"16053"	207	68429	302.5	332.9
	"Kootenai County, ID"	"16055"	1529	451969	338.3	269.8
	"Latah County, ID"	"16057"	259	116502	222.3	242.9
	"Lemhi County, ID"	"16059"	112	23207	482.6	253.2
	"Lewis County, ID"	"16061"	50	11470	435.9	252.5
	"Lincoln County, ID"	"16063"	29	15893	182.5	194.1
	"Madison County, ID"	"16065"	161	115200	139.8	303.0
	"Minidoka County, ID"	"16067"	191	61247	311.9	253.2
	"Nez Perce County, ID"	"16069"	618	120498	512.9	323.2
	"Oneida County, ID"	"16071"	55	12832	428.6	265.7
	"Owyhee County, ID"	"16073"	101	33988	297.2	259.9
	"Payette County, ID"	"16075"	278	68638	405.0	331.1
	"Power County, ID"	"16077"	88	22937	383.7	387.3
	"Shoshone County, ID"	"16079"	226	37311	605.7	388.9
	"Teton County, ID"	"16081"	45	31828	141.4	237.9
	"Twin Falls County, ID"	"16083"	878	246548	356.1	308.1
	"Valley County, ID"	"16085"	89	30387	292.9	218.6
	"Washington County, ID"	"16087"	161	30158	533.9	316.4
	"Adams County, IL"	"17001"	1016	200583	506.5	317.5
	"Alexander County, IL"	"17003"	127	20328	624.8	430.4
	"Bond County, IL"	"17005"	224	50859	440.4	314.7
	"Boone County, IL"	"17007"	502	160699	312.4	295.9
	"Brown County, IL"	"17009"	62	20421	303.6	280.6
	"Bureau County, IL"	"17011"	539	100666	535.4	314.4
	"Calhoun County, IL"	"17013"	70	14755	474.4	259.1
	"Carroll County, IL"	"17015"	257	43953	584.7	324.3
	"Cass County, IL"	"17017"	229	38636	592.7	429.7
	"Champaign County, IL"	"17019"	1455	622799	233.6	249.0
	"Christian County, IL"	"17021"	537	100737	533.1	336.8
	"Clark County, IL"	"17023"	268	48000	558.3	368.5
	"Clay County, IL"	"17025"	210	40091	523.8	339.4
	"Clinton County, IL"	"17027"	484	113339	427.0	310.5
	"Coles County, IL"	"17029"	718	157618	455.5	358.3
	"Cook County, IL"	"17031"	49801	15667576	317.9	291.3
	"Crawford County, IL"	"17033"	345	58089	593.9	391.7
	"Cumberland County, IL"	"17035"	147	32609	450.8	307.9
	"DeKalb County, IL"	"17037"	771	313867	245.6	262.1
	"De Witt County, IL"	"17039"	227	48729	465.8	331.6
	"Douglas County, IL"	"17041"	249	59228	420.4	309.8
	"DuPage County, IL"	"17043"	7377	2793606	264.1	234.2
	"Edgar County, IL"	"17045"	345	53022	650.7	396.8
	"Edwards County, IL"	"17047"	109	19665	554.3	350.6
	"Effingham County, IL"	"17049"	444	103119	430.6	310.0
	"Fayette County, IL"	"17051"	276	65850	419.1	297.5
	"Ford County, IL"	"17053"	246	41005	599.9	341.4
	"Franklin County, IL"	"17055"	591	118068	500.6	346.1
	"Fulton County, IL"	"17057"	605	107237	564.2	365.2
	"Gallatin County, IL"	"17059"	116	15798	734.3	475.1
	"Greene County, IL"	"17061"	219	39808	550.1	366.8
	"Grundy County, IL"	"17063"	517	151345	341.6	333.1
	"Hamilton County, IL"	"17065"	146	24554	594.6	350.7
	"Hancock County, IL"	"17067"	260	55668	467.1	252.5
	"Hardin County, IL"	"17069"	91	12354	736.6	465.7
	"Henderson County, IL"	"17071"	114	20825	547.4	294.7
	"Henry County, IL"	"17073"	694	148412	467.6	315.8
	"Iroquois County, IL"	"17075"	475	85789	553.7	325.8
	"Jackson County, IL"	"17077"	572	177383	322.5	301.3
	"Jasper County, IL"	"17079"	145	28742	504.5	324.7
	"Jefferson County, IL"	"17081"	553	115292	479.7	340.6
	"Jersey County, IL"	"17083"	305	66854	456.2	318.6
	"Jo Daviess County, IL"	"17085"	321	66102	485.6	265.4
	"Johnson County, IL"	"17087"	152	38573	394.1	299.0
	"Kane County, IL"	"17089"	3650	1588053	229.8	244.7
	"Kankakee County, IL"	"17091"	1423	332264	428.3	347.3
	"Kendall County, IL"	"17093"	670	369206	181.5	266.2
	"Knox County, IL"	"17095"	944	154307	611.8	388.6
	"Lake County, IL"	"17097"	5098	2109817	241.6	235.7
	"LaSalle County, IL"	"17099"	1731	333879	518.5	348.4
	"Lawrence County, IL"	"17101"	255	49485	515.3	369.4
	"Lee County, IL"	"17103"	476	103467	460.1	318.0
	"Livingston County, IL"	"17105"	553	110391	500.9	332.7
	"Logan County, IL"	"17107"	435	88822	489.7	339.7
	"McDonough County, IL"	"17109"	447	93953	475.8	370.9
	"McHenry County, IL"	"17111"	2421	920941	262.9	280.4
	"McLean County, IL"	"17113"	1400	518934	269.8	272.6
	"Macon County, IL"	"17115"	1525	322406	473.0	324.0
	"Macoupin County, IL"	"17117"	708	138378	511.6	335.5
	"Madison County, IL"	"17119"	3598	798467	450.6	351.9
	"Marion County, IL"	"17121"	735	115004	639.1	429.6
	"Marshall County, IL"	"17123"	204	35909	568.1	325.2
	"Mason County, IL"	"17125"	218	41116	530.2	324.0
	"Massac County, IL"	"17127"	288	44291	650.2	403.7
	"Menard County, IL"	"17129"	137	37548	364.9	250.1
	"Mercer County, IL"	"17131"	215	47533	452.3	269.6
	"Monroe County, IL"	"17133"	341	101645	335.5	237.3
	"Montgomery County, IL"	"17135"	453	87572	517.3	324.6
	"Morgan County, IL"	"17137"	547	103611	527.9	345.3
	"Moultrie County, IL"	"17139"	261	44659	584.4	351.0
	"Ogle County, IL"	"17141"	615	154997	396.8	288.3
	"Peoria County, IL"	"17143"	2274	558593	407.1	328.2
	"Perry County, IL"	"17145"	273	64373	424.1	314.5
	"Piatt County, IL"	"17147"	209	49378	423.3	298.6
	"Pike County, IL"	"17149"	243	47905	507.3	316.9
	"Pope County, IL"	"17151"	62	12602	492.0	320.5
	"Pulaski County, IL"	"17153"	131	17099	766.1	490.0
	"Putnam County, IL"	"17155"	75	17035	440.3	289.5
	"Randolph County, IL"	"17157"	503	98559	510.4	353.2
	"Richland County, IL"	"17159"	282	48080	586.5	345.2
	"Rock Island County, IL"	"17161"	1990	437531	454.8	318.4
	"St. Clair County, IL"	"17163"	3023	792425	381.5	327.5
	"Saline County, IL"	"17165"	459	73461	624.8	419.9
	"Sangamon County, IL"	"17167"	2311	594954	388.4	301.9
	"Schuyler County, IL"	"17169"	121	21204	570.6	350.7
	"Scott County, IL"	"17171"	67	15344	436.7	282.9
	"Shelby County, IL"	"17173"	323	65627	492.2	304.8
	"Stark County, IL"	"17175"	97	17376	558.2	287.8
	"Stephenson County, IL"	"17177"	648	137754	470.4	271.0
	"Tazewell County, IL"	"17179"	1827	404687	451.5	323.9
	"Union County, IL"	"17181"	274	52074	526.2	346.2
	"Vermilion County, IL"	"17183"	1335	236796	563.8	413.2
	"Wabash County, IL"	"17185"	191	34587	552.2	334.7
	"Warren County, IL"	"17187"	268	52694	508.6	346.0
	"Washington County, IL"	"17189"	208	42794	486.0	297.3
	"Wayne County, IL"	"17191"	286	49355	579.5	379.1
	"White County, IL"	"17193"	290	42984	674.7	372.7
	"Whiteside County, IL"	"17195"	814	170545	477.3	300.2
	"Will County, IL"	"17197"	5250	2061325	254.7	289.0
	"Williamson County, IL"	"17199"	882	202499	435.6	328.7
	"Winnebago County, IL"	"17201"	3439	861680	399.1	315.1
	"Woodford County, IL"	"17203"	469	117502	399.1	265.3
	"Adams County, IN"	"18001"	376	104963	358.2	278.3
	"Allen County, IN"	"18003"	3646	1103805	330.3	301.9
	"Bartholomew County, IN"	"18005"	946	242595	390.0	338.3
	"Benton County, IN"	"18007"	113	26013	434.4	337.6
	"Blackford County, IN"	"18009"	182	36815	494.4	333.8
	"Boone County, IN"	"18011"	679	189873	357.6	346.9
	"Brown County, IN"	"18013"	177	44742	395.6	267.3
	"Carroll County, IN"	"18015"	229	59797	383.0	278.1
	"Cass County, IN"	"18017"	474	114405	414.3	310.9
	"Clark County, IN"	"18019"	1575	345306	456.1	414.9
	"Clay County, IN"	"18021"	409	79280	515.9	391.0
	"Clinton County, IN"	"18023"	472	97634	483.4	351.3
	"Crawford County, IN"	"18025"	135	31677	426.2	349.4
	"Daviess County, IN"	"18027"	390	98502	395.9	337.5
	"Dearborn County, IN"	"18029"	567	148257	382.4	326.0
	"Decatur County, IN"	"18031"	310	79443	390.2	316.3
	"De Kalb County, IN"	"18033"	523	127764	409.3	344.2
	"Delaware County, IN"	"18035"	1539	348234	441.9	353.9
	"Dubois County, IN"	"18037"	518	127314	406.9	301.6
	"Elkhart County, IN"	"18039"	2125	608674	349.1	317.3
	"Fayette County, IN"	"18041"	368	70236	523.9	374.1
	"Floyd County, IN"	"18043"	972	230008	422.6	358.0
	"Fountain County, IN"	"18045"	266	49726	534.9	348.0
	"Franklin County, IN"	"18047"	263	68518	383.8	317.5
	"Fulton County, IN"	"18049"	313	60969	513.4	379.6
	"Gibson County, IN"	"18051"	452	101298	446.2	335.7
	"Grant County, IN"	"18053"	1043	203134	513.5	377.9
	"Greene County, IN"	"18055"	477	97381	489.8	352.9
	"Hamilton County, IN"	"18057"	1755	928610	189.0	226.6
	"Hancock County, IN"	"18059"	717	218042	328.8	290.0
	"Harrison County, IN"	"18061"	447	118720	376.5	311.7
	"Hendricks County, IN"	"18063"	1243	474728	261.8	273.7
	"Henry County, IN"	"18065"	717	146472	489.5	349.8
	"Howard County, IN"	"18067"	1306	247888	526.9	379.8
	"Huntington County, IN"	"18069"	530	109665	483.3	362.7
	"Jackson County, IN"	"18071"	529	131671	401.8	333.7
	"Jasper County, IN"	"18073"	430	100415	428.2	360.7
	"Jay County, IN"	"18075"	269	63344	424.7	335.0
	"Jefferson County, IN"	"18077"	516	97414	529.7	426.4
	"Jennings County, IN"	"18079"	388	83656	463.8	434.5
	"Johnson County, IN"	"18081"	1554	448666	346.4	319.0
	"Knox County, IN"	"18083"	576	113656	506.8	385.8
	"Kosciusko County, IN"	"18085"	846	236526	357.7	311.1
	"Lagrange County, IN"	"18087"	339	116231	291.7	308.0
	"Lake County, IN"	"18089"	5716	1464067	390.4	326.1
	"La Porte County, IN"	"18091"	1542	332442	463.8	377.6
	"Lawrence County, IN"	"18093"	709	136614	519.0	374.8
	"Madison County, IN"	"18095"	1799	388677	462.9	350.9
	"Marion County, IN"	"18097"	9131	2813499	324.5	339.4
	"Marshall County, IN"	"18099"	575	140250	410.0	299.4
	"Martin County, IN"	"18101"	129	30558	422.1	323.3
	"Miami County, IN"	"18103"	552	107816	512.0	412.9
	"Monroe County, IN"	"18105"	1019	433215	235.2	252.0
	"Montgomery County, IN"	"18107"	530	114284	463.8	350.0
	"Morgan County, IN"	"18109"	818	208940	391.5	352.6
	"Newton County, IN"	"18111"	182	42012	433.2	309.9
	"Noble County, IN"	"18113"	523	143007	365.7	317.0
	"Ohio County, IN"	"18115"	84	17882	469.7	324.9
	"Orange County, IN"	"18117"	290	58496	495.8	384.9
	"Owen County, IN"	"18119"	280	62653	446.9	372.4
	"Parke County, IN"	"18121"	225	50885	442.2	353.7
	"Perry County, IN"	"18123"	251	57647	435.4	313.3
	"Pike County, IN"	"18125"	195	37468	520.4	365.7
	"Porter County, IN"	"18127"	1541	502758	306.5	270.0
	"Posey County, IN"	"18129"	293	76504	383.0	299.6
	"Pulaski County, IN"	"18131"	197	38496	511.7	367.2
	"Putnam County, IN"	"18133"	449	112802	398.0	331.2
	"Randolph County, IN"	"18135"	345	75551	456.6	315.4
	"Ripley County, IN"	"18137"	395	86094	458.8	339.9
	"Rush County, IN"	"18139"	265	50233	527.5	373.9
	"St. Joseph County, IN"	"18141"	3139	804895	390.0	319.4
	"Scott County, IN"	"18143"	348	71098	489.5	417.6
	"Shelby County, IN"	"18145"	536	133253	402.2	316.9
	"Spencer County, IN"	"18147"	246	62193	395.5	289.2
	"Starke County, IN"	"18149"	371	68960	538.0	449.1
	"Steuben County, IN"	"18151"	388	102886	377.1	293.5
	"Sullivan County, IN"	"18153"	296	62742	471.8	371.8
	"Switzerland County, IN"	"18155"	138	31506	438.0	374.4
	"Tippecanoe County, IN"	"18157"	1472	557315	264.1	306.1
	"Tipton County, IN"	"18159"	220	45926	479.0	311.2
	"Union County, IN"	"18161"	91	21631	420.7	325.8
	"Vanderburgh County, IN"	"18163"	2275	545735	416.9	327.4
	"Vermillion County, IN"	"18165"	319	46963	679.3	470.2
	"Vigo County, IN"	"18167"	1509	323739	466.1	387.5
	"Wabash County, IN"	"18169"	522	96092	543.2	332.8
	"Warren County, IN"	"18171"	127	24776	512.6	343.3
	"Warrick County, IN"	"18173"	613	185621	330.2	261.7
	"Washington County, IN"	"18175"	407	83260	488.8	414.1
	"Wayne County, IN"	"18177"	1091	200958	542.9	379.2
	"Wells County, IN"	"18179"	375	83725	447.9	321.6
	"White County, IN"	"18181"	358	72606	493.1	328.9
	"Whitley County, IN"	"18183"	368	100257	367.1	289.9
	"Adair County, IA"	"19001"	133	21719	612.4	300.5
	"Adams County, IA"	"19003"	73	11316	645.1	386.1
	"Allamakee County, IA"	"19005"	197	41830	471.0	267.2
	"Appanoose County, IA"	"19007"	236	37662	626.6	369.1
	"Audubon County, IA"	"19009"	95	17201	552.3	289.3
	"Benton County, IA"	"19011"	277	77020	359.6	253.0
	"Black Hawk County, IA"	"19013"	1469	399564	367.7	295.3
	"Boone County, IA"	"19015"	369	79470	464.3	314.5
	"Bremer County, IA"	"19017"	277	74250	373.1	235.9
	"Buchanan County, IA"	"19019"	257	63196	406.7	299.4
	"Buena Vista County, IA"	"19021"	260	61128	425.3	282.7
	"Butler County, IA"	"19023"	268	44659	600.1	319.4
	"Calhoun County, IA"	"19025"	189	29535	639.9	328.1
	"Carroll County, IA"	"19027"	289	61506	469.9	251.2
	"Cass County, IA"	"19029"	290	39870	727.4	402.4
	"Cedar County, IA"	"19031"	249	55204	451.1	269.6
	"Cerro Gordo County, IA"	"19033"	586	129285	453.3	270.9
	"Cherokee County, IA"	"19035"	207	34907	593.0	289.7
	"Chickasaw County, IA"	"19037"	203	36308	559.1	343.1
	"Clarke County, IA"	"19039"	125	27764	450.2	303.2
	"Clay County, IA"	"19041"	229	49333	464.2	256.2
	"Clayton County, IA"	"19043"	244	52977	460.6	265.3
	"Clinton County, IA"	"19045"	734	142849	513.8	337.2
	"Crawford County, IA"	"19047"	208	51084	407.2	284.1
	"Dallas County, IA"	"19049"	480	243091	197.5	207.1
	"Davis County, IA"	"19051"	114	26382	432.1	297.0
	"Decatur County, IA"	"19053"	109	24557	443.9	290.2
	"Delaware County, IA"	"19055"	215	52146	412.3	253.0
	"Des Moines County, IA"	"19057"	603	119867	503.1	323.5
	"Dickinson County, IA"	"19059"	261	51302	508.8	256.9
	"Dubuque County, IA"	"19061"	1117	290619	384.4	278.2
	"Emmet County, IA"	"19063"	128	29231	437.9	239.4
	"Fayette County, IA"	"19065"	312	60622	514.7	303.4
	"Floyd County, IA"	"19067"	257	47853	537.1	299.1
	"Franklin County, IA"	"19069"	158	30920	511.0	275.2
	"Fremont County, IA"	"19071"	107	20886	512.3	281.7
	"Greene County, IA"	"19073"	185	27100	682.7	368.4
	"Grundy County, IA"	"19075"	177	37102	477.1	259.4
	"Guthrie County, IA"	"19077"	158	31998	493.8	273.8
	"Hamilton County, IA"	"19079"	210	45478	461.8	259.6
	"Hancock County, IA"	"19081"	164	32806	499.9	284.7
	"Hardin County, IA"	"19083"	277	51856	534.2	286.1
	"Harrison County, IA"	"19085"	224	42739	524.1	312.9
	"Henry County, IA"	"19087"	319	59560	535.6	356.2
	"Howard County, IA"	"19089"	161	28099	573.0	310.5
	"Humboldt County, IA"	"19091"	188	28650	656.2	355.8
	"Ida County, IA"	"19093"	92	20983	438.5	226.9
	"Iowa County, IA"	"19095"	230	49070	468.7	272.7
	"Jackson County, IA"	"19097"	305	58402	522.2	316.8
	"Jasper County, IA"	"19099"	447	110267	405.4	265.7
	"Jefferson County, IA"	"19101"	213	53614	397.3	280.8
	"Johnson County, IA"	"19103"	839	433394	193.6	228.8
	"Jones County, IA"	"19105"	276	61314	450.1	286.5
	"Keokuk County, IA"	"19107"	152	30468	498.9	280.2
	"Kossuth County, IA"	"19109"	283	45473	622.3	295.1
	"Lee County, IA"	"19111"	563	104892	536.7	363.5
	"Linn County, IA"	"19113"	2106	659049	319.6	269.4
	"Louisa County, IA"	"19115"	132	33595	392.9	292.2
	"Lucas County, IA"	"19117"	163	26024	626.3	366.4
	"Lyon County, IA"	"19119"	135	35193	383.6	242.2
	"Madison County, IA"	"19121"	168	47196	356.0	257.6
	"Mahaska County, IA"	"19123"	299	66798	447.6	298.3
	"Marion County, IA"	"19125"	468	99591	469.9	339.1
	"Marshall County, IA"	"19127"	606	121616	498.3	343.0
	"Mills County, IA"	"19129"	148	44495	332.6	272.7
	"Mitchell County, IA"	"19131"	183	32319	566.2	268.1
	"Monona County, IA"	"19133"	198	26837	737.8	336.1
	"Monroe County, IA"	"19135"	149	23777	626.7	397.9
	"Montgomery County, IA"	"19137"	215	30895	695.9	383.8
	"Muscatine County, IA"	"19139"	479	128918	371.6	296.6
	"O'Brien County, IA"	"19141"	250	42071	594.2	304.8
	"Osceola County, IA"	"19143"	108	18384	587.5	321.3
	"Page County, IA"	"19145"	267	46456	574.7	317.6
	"Palo Alto County, IA"	"19147"	144	27312	527.2	250.2
	"Plymouth County, IA"	"19149"	274	75026	365.2	235.4
	"Pocahontas County, IA"	"19151"	135	21000	642.9	331.4
	"Polk County, IA"	"19153"	3996	1400513	285.3	293.2
	"Pottawattamie County, IA"	"19155"	1148	280290	409.6	321.4
	"Poweshiek County, IA"	"19157"	258	55712	463.1	273.0
	"Ringgold County, IA"	"19159"	80	15153	527.9	214.8
	"Sac County, IA"	"19161"	211	29945	704.6	333.0
	"Scott County, IA"	"19163"	1618	516190	313.5	264.6
	"Shelby County, IA"	"19165"	195	35675	546.6	275.3
	"Sioux County, IA"	"19167"	316	104272	303.1	217.5
	"Story County, IA"	"19169"	627	288802	217.1	231.5
	"Tama County, IA"	"19171"	254	52065	487.9	288.0
	"Taylor County, IA"	"19173"	112	18600	602.2	320.6
	"Union County, IA"	"19175"	218	37488	581.5	375.7
	"Van Buren County, IA"	"19177"	113	22006	513.5	315.5
	"Wapello County, IA"	"19179"	560	105474	530.9	384.9
	"Warren County, IA"	"19181"	487	146407	332.6	282.0
	"Washington County, IA"	"19183"	276	66629	414.2	251.3
	"Wayne County, IA"	"19185"	133	19230	691.6	379.4
	"Webster County, IA"	"19187"	577	110744	521.0	366.0
	"Winnebago County, IA"	"19189"	149	31791	468.7	253.5
	"Winneshiek County, IA"	"19191"	262	62043	422.3	244.9
	"Woodbury County, IA"	"19193"	1017	307557	330.7	294.8
	"Worth County, IA"	"19195"	105	22739	461.8	280.8
	"Wright County, IA"	"19197"	233	38465	605.7	305.1
	"Allen County, KS"	"20001"	238	38341	620.7	394.6
	"Anderson County, KS"	"20003"	126	23531	535.5	306.0
	"Atchison County, KS"	"20005"	247	49298	501.0	392.2
	"Barber County, KS"	"20007"	104	14387	722.9	435.0
	"Barton County, KS"	"20009"	376	81129	463.5	312.5
	"Bourbon County, KS"	"20011"	238	44115	539.5	366.6
	"Brown County, KS"	"20013"	151	29233	516.5	329.9
	"Butler County, KS"	"20015"	815	199703	408.1	345.5
	"Chase County, KS"	"20017"	36	8018	449.0	259.0
	"Chautauqua County, KS"	"20019"	74	10239	722.7	384.6
	"Cherokee County, KS"	"20021"	335	61576	544.0	407.2
	"Cheyenne County, KS"	"20023"	58	8042	721.2	282.1
	"Clark County, KS"	"20025"	57	6281	907.5	468.2
	"Clay County, KS"	"20027"	124	24821	499.6	254.8
	"Cloud County, KS"	"20029"	183	27733	659.9	355.7
	"Coffey County, KS"	"20031"	111	25232	439.9	283.6
	"Comanche County, KS"	"20033"	41	5646	726.2	403.0
	"Cowley County, KS"	"20035"	570	107441	530.5	383.0
	"Crawford County, KS"	"20037"	508	117722	431.5	355.8
	"Decatur County, KS"	"20039"	53	8648	612.9	242.2
	"Dickinson County, KS"	"20041"	311	57710	538.9	328.1
	"Doniphan County, KS"	"20043"	116	23253	498.9	339.1
	"Douglas County, KS"	"20045"	804	353785	227.3	258.5
	"Edwards County, KS"	"20047"	48	8930	537.5	328.3
	"Elk County, KS"	"20049"	50	7848	637.1	294.7
	"Ellis County, KS"	"20051"	319	86944	366.9	299.9
	"Ellsworth County, KS"	"20053"	118	19023	620.3	361.3
	"Finney County, KS"	"20055"	216	110770	195.0	240.1
	"Ford County, KS"	"20057"	303	102901	294.5	305.3
